"1024B","128B","12B"
11.10816,14.71828,13.41085
9.36418,15.9444,15.9173
13.53798,14.75024,13.64784
11.66063,13.61137,13.65718
9.61535,14.95735,16.38279
11.75751,12.74166,17.73915
11.5452,13.49706,14.13371
10.52309,14.46682,13.82029
10.59303,12.7193,16.86046
11.01952,12.88319,13.67242
10.46201,16.89763,17.63747
13.29523,15.54562,13.33108
17.26742,15.77373,14.49809
10.63262,18.7194,14.04518
12.29948,14.24635,14.34372
12.43865,17.2776,15.05863
10.44297,17.78422,14.74568
12.59964,12.71233,13.68773
13.79574,16.05769,13.45676
13.60816,14.52427,17.82584
11.66221,13.01269,13.7224
9.31621,14.25093,13.67276
9.42391,15.96363,16.9837
10.68426,14.43906,14.62296
11.52065,14.19402,13.74642
11.35357,12.86242,13.91532
10.92922,13.37072,15.67699
9.38369,17.07242,13.65976
11.05006,14.72299,15.38432
10.89002,13.37053,13.96615
10.61136,14.29807,23.82301
10.90891,16.56906,26.69076
9.41161,13.40281,14.90684
11.61626,14.56219,14.02568
10.31338,15.55964,13.40625
9.72498,17.41392,15.03572
10.97184,14.82472,15.08632
8.93538,13.569,15.10162
11.71321,20.02821,13.66448
9.93481,13.03521,18.41468
9.36642,12.94749,13.47341
10.63496,13.56622,13.45893
10.5279,12.99995,18.73593
13.32806,15.49687,16.51027
9.7125,14.5877,13.5232
9.13385,15.11,15.72546
13.85767,15.10278,20.58965
10.67135,12.63428,14.06793
13.61922,14.92908,13.87619
10.24571,13.49123,16.69745
9.03434,15.78395,15.03863
13.15453,14.0204,17.48446
11.34637,15.51359,25.46203
11.25439,14.78902,24.92734
10.70616,14.30029,16.42469
16.15716,17.86607,18.12806
9.42386,20.11714,18.23273
13.97769,13.19468,13.83587
10.56103,14.46654,14.12494
10.48458,15.00867,14.07202
11.87955,14.83041,15.82101
14.18659,14.60531,17.42095
13.17315,13.84902,19.22227
11.1209,13.3966,16.33575
9.78412,16.64117,15.1204
13.16424,17.77558,14.54572
9.4334,13.50328,13.66669
11.43016,12.67976,15.0545
12.88833,14.01093,17.99754
9.60388,16.47332,15.4655
10.96629,14.63304,16.2625
11.80578,14.91652,16.04841
9.77346,16.05911,19.69811
10.74559,13.08664,21.90535
9.744,13.00545,13.69374
10.0147,16.73199,16.42434
13.13984,13.20988,14.08189
11.26719,19.16967,21.60303
10.97979,14.70163,17.1347
9.38427,13.95885,15.57885
9.85808,16.21009,16.01261
10.43664,13.16855,17.24054
10.62717,15.52215,15.34837
11.37986,13.03412,14.34347
13.51674,17.71083,13.2319
9.78542,13.16543,14.18928
9.63796,15.2201,13.75744
12.1489,13.75837,18.98196
11.47059,13.1633,19.19402
12.02796,15.28571,13.81535
9.79219,14.55092,13.62661
9.54826,14.8791,15.6249
9.38523,13.17765,17.59101
11.50841,13.38855,15.68823
9.88747,16.281,18.8624
9.95385,13.405,15.18976
10.50218,14.63053,15.51016
11.50616,13.23358,14.87842
12.58888,16.43287,14.62588
9.97867,13.49702,15.04454
10.94017,14.99578,17.55884
11.33,15.36474,15.68696
13.40381,14.753,14.00507
12.32117,13.62847,13.53816
10.86681,14.12966,18.56528
13.56442,15.35595,14.57149
10.04179,17.52063,14.45824
15.38905,12.91959,13.47059
10.27975,18.78452,13.83691
9.58819,15.14328,16.40771
10.56597,14.1591,14.35708
9.79824,14.12557,14.59512
10.76907,12.88376,14.74956
13.87676,16.54087,14.38706
10.04362,14.51717,16.43418
11.08883,17.44143,21.15078
10.80433,19.1191,23.86043
11.86165,14.68401,16.39175
10.56542,16.50831,13.96509
15.95539,15.65693,16.83882
9.42881,19.92366,13.52683
9.82903,19.24794,14.63747
10.04736,15.11348,15.91009
11.15739,18.62998,18.31353
9.42281,13.51672,14.93914
11.34205,13.93949,16.20886
12.54988,13.44107,15.49391
11.02199,13.92541,15.59819
9.77007,13.96355,19.69684
10.09364,13.33121,14.82707
9.84783,14.04647,14.0751
12.34485,13.15517,15.12957
9.21082,14.5596,15.90811
11.39982,17.67145,15.16444
14.06445,14.96362,14.47449
10.11645,15.42976,17.12132
12.60624,14.37397,19.75595
10.19971,14.33041,13.74146
10.97685,13.60229,14.9325
10.73309,13.28084,16.18272
14.27684,14.01588,14.03122
18.13576,18.22297,13.81782
10.35927,13.49333,13.51103
10.25684,16.67249,14.14155
21.54256,14.2329,16.67139
11.18927,13.28345,13.80692
11.79221,14.63573,15.00828
12.75602,15.17192,13.7891
12.65874,13.33471,18.73838
10.73583,19.42096,13.5588
10.71799,13.08925,16.60586
10.30135,14.80802,14.25582
9.89752,13.11929,13.75601
11.67379,14.90994,17.52256
9.39193,13.27578,13.70618
9.93112,15.45847,14.24657
9.28422,14.59649,15.18673
11.12899,21.42313,14.81782
9.41351,13.94015,18.20695
9.37743,16.66655,17.31864
9.58422,13.58786,16.27584
11.70618,17.82707,14.91287
16.83348,21.07868,14.85132
19.06539,13.54333,18.15871
10.58635,25.36986,13.92682
18.33567,16.23874,13.67697
9.4364,14.99102,14.91763
9.97038,12.85751,14.91525
10.51103,15.13743,15.25934
10.77274,14.26572,13.79109
9.48673,16.43253,14.79023
12.00749,13.60626,13.78017
15.90443,14.99062,15.7761
10.82254,16.25657,17.73291
10.33287,15.78792,15.94367
10.6131,13.23772,15.65457
11.55254,16.75803,15.92708
10.4621,14.4604,15.09383
15.02308,13.02877,14.70904
11.3868,16.00992,19.45675
13.14019,14.67409,14.33387
10.41169,16.50356,16.20299
10.05599,14.99808,15.65625
10.13412,15.33946,18.27414
10.88598,14.0218,16.27076
11.0884,18.23722,16.25583
10.3392,15.50728,16.27517
18.11846,14.38852,19.42127
13.0669,13.60832,15.62677
10.77788,15.33441,18.58918
9.68219,15.14531,14.90433
10.26695,13.10025,13.86892
9.94485,13.46133,16.58754
11.02564,15.39029,17.11077
11.33623,14.64557,13.99656
15.24915,16.61918,14.96481
10.41637,15.32002,16.92818
11.53372,15.25388,15.00937
11.41173,13.26644,16.23493
9.65733,13.44525,14.18591
10.13886,17.56405,15.98059
14.84903,13.18271,13.77461
10.12919,13.79576,13.73685
13.05964,13.49575,15.47302
13.75111,20.77682,15.2346
12.92642,17.96208,17.09288
9.73206,13.38438,15.49568
