1024B,128B,12B
27.12699,28.32118,18.72206
32.01144,18.33192,8.71076
22.01651,23.33682,13.74274
27.14838,28.34959,18.73237
30.61957,18.35442,8.75436
25.93468,23.36736,13.74795
27.17151,28.37214,18.7739
30.64124,18.38295,8.76563
22.06755,23.38777,13.78926
53.00063,28.4006,18.7833
30.66119,18.40548,8.80223
25.97563,23.49051,13.79898
27.20662,28.43304,18.82303
53.97,18.43388,8.81654
26.00038,23.50643,13.84045
27.23974,28.46156,18.83425
36.02612,18.4564,8.85624
22.13684,23.53687,13.85384
38.16712,28.48406,18.87484
30.73477,18.48485,8.8635
26.04514,23.55994,13.89152
27.27609,28.5125,18.88915
30.7485,18.50734,8.90715
22.17186,23.59068,13.90083
27.29928,28.53504,18.92664
36.09762,18.53583,8.91841
22.19129,23.61067,13.94202
27.32243,28.58146,18.93608
32.20138,18.55837,8.95502
48.3919,23.63838,13.95576
27.33858,28.58392,18.97582
43.19888,18.58677,8.97338
22.24332,23.65864,13.9934
27.37467,28.6325,18.98697
